,pkSeqID,stime,flgs,flgs_number,proto,proto_number,saddr,sport,daddr,dport,pkts,bytes,state,state_number,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,TnBPSrcIP,TnBPDstIP,TnP_PSrcIP,TnP_PDstIP,TnP_PerProto,TnP_Per_Dport,AR_P_Proto_P_SrcIP,AR_P_Proto_P_DstIP,N_IN_Conn_P_DstIP,N_IN_Conn_P_SrcIP,AR_P_Proto_P_Sport,AR_P_Proto_P_Dport,Pkts_P_State_P_Protocol_P_DestIP,Pkts_P_State_P_Protocol_P_SrcIP,attack,category,subcategory
1651402,1651402,1528095721.76402,e g,5,tcp,1,192.168.100.147,1281,192.168.100.3,80,6,548,RST,1,1528095730.7290099,161,8.964991,0.151625,0.150278,0.30325100000000005,0.001347,0.301904,4,2,428,120,0.557725,0.334635,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.66927,0.5711649999999999,504,504,1,DDoS,TCP
1651403,1651403,1528095721.76402,e g,5,tcp,1,192.168.100.147,1284,192.168.100.3,80,6,548,RST,1,1528095730.7290099,162,8.964991,0.151625,0.150278,0.30325,0.001347,0.30190300000000003,4,2,428,120,0.557725,0.334635,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.66927,0.5711649999999999,504,504,1,DDoS,TCP
1651404,1651404,1528095721.76402,e g,5,tcp,1,192.168.100.147,1285,192.168.100.3,80,6,548,RST,1,1528095730.7290099,163,8.964989,0.151624,0.150278,0.303247,0.0013449999999999998,0.301902,4,2,428,120,0.557725,0.334635,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.66927,0.5711649999999999,504,504,1,DDoS,TCP
1651405,1651405,1528095721.76403,e g,5,tcp,1,192.168.100.147,1290,192.168.100.3,80,6,548,RST,1,1528095730.7290099,164,8.964989,0.151624,0.150277,0.303248,0.001347,0.30190100000000003,4,2,428,120,0.557725,0.334635,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.66927,0.5711649999999999,504,504,1,DDoS,TCP
1651406,1651406,1528095721.76403,e g,5,tcp,1,192.168.100.147,1291,192.168.100.3,80,6,548,RST,1,1528095730.7290199,165,8.964988,0.151624,0.150277,0.303248,0.001347,0.30190100000000003,4,2,428,120,0.557725,0.334635,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.66927,0.5711649999999999,504,504,1,DDoS,TCP
1651407,1651407,1528095721.76403,e g,5,tcp,1,192.168.100.147,1294,192.168.100.3,80,6,548,RST,1,1528095730.7290199,166,8.964986,0.151625,0.150273,0.30325100000000005,0.001352,0.301899,4,2,428,120,0.557725,0.334635,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.66927,0.5711649999999999,504,504,1,DDoS,TCP
1651408,1651408,1528095721.76403,e g,5,tcp,1,192.168.100.147,1295,192.168.100.3,80,6,548,RST,1,1528095730.7290199,167,8.964985,0.151625,0.150274,0.303249,0.001351,0.301898,4,2,428,120,0.557725,0.334635,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669271,0.5711649999999999,504,504,1,DDoS,TCP
1651409,1651409,1528095721.76403,e g,5,tcp,1,192.168.100.147,1296,192.168.100.3,80,6,548,RST,1,1528095730.7290199,168,8.964984,0.151624,0.150273,0.303248,0.001351,0.30189699999999997,4,2,428,120,0.557725,0.334635,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669271,0.5711649999999999,504,504,1,DDoS,TCP
1651410,1651410,1528095721.76403,e g,5,tcp,1,192.168.100.147,1297,192.168.100.3,80,6,548,RST,1,1528095730.7290199,169,8.964984,0.151625,0.150272,0.303249,0.001352,0.30189699999999997,4,2,428,120,0.557725,0.334635,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669271,0.5711649999999999,504,504,1,DDoS,TCP
1651411,1651411,1528095721.76404,e g,5,tcp,1,192.168.100.147,1300,192.168.100.3,80,6,548,RST,1,1528095730.7290199,170,8.964981,0.151622,0.150274,0.303244,0.001348,0.301896,4,2,428,120,0.557726,0.334635,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669271,0.5711649999999999,504,504,1,DDoS,TCP
1651412,1651412,1528095721.76404,e g,5,tcp,1,192.168.100.147,1301,192.168.100.3,80,6,548,RST,1,1528095730.7290199,171,8.964981,0.151622,0.150274,0.303244,0.001348,0.301896,4,2,428,120,0.557726,0.334635,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669271,0.5711649999999999,504,504,1,DDoS,TCP
1651413,1651413,1528095721.76404,e g,5,tcp,1,192.168.100.147,1306,192.168.100.3,80,6,548,RST,1,1528095730.7290199,172,8.964979,0.151621,0.150274,0.303242,0.001347,0.30189499999999997,4,2,428,120,0.557726,0.334635,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669271,0.5711649999999999,504,504,1,DDoS,TCP
1651414,1651414,1528095721.76404,e g,5,tcp,1,192.168.100.147,1307,192.168.100.3,80,6,548,RST,1,1528095730.7290199,173,8.964979,0.151621,0.150274,0.303241,0.001347,0.301894,4,2,428,120,0.557726,0.334635,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669271,0.5711649999999999,504,504,1,DDoS,TCP
1651415,1651415,1528095721.76404,e g,5,tcp,1,192.168.100.147,1310,192.168.100.3,80,6,548,RST,1,1528095730.7290199,174,8.964978,0.151621,0.150274,0.303241,0.001347,0.301894,4,2,428,120,0.557726,0.334635,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669271,0.5711649999999999,504,504,1,DDoS,TCP
1651416,1651416,1528095721.76405,e g,5,tcp,1,192.168.100.147,1311,192.168.100.3,80,6,548,RST,1,1528095730.7290199,175,8.964976,0.151619,0.150274,0.303238,0.0013449999999999998,0.30189299999999997,4,2,428,120,0.557726,0.334636,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669271,0.5711649999999999,504,504,1,DDoS,TCP
1651417,1651417,1528095721.76405,e g,5,tcp,1,192.168.100.147,1312,192.168.100.3,80,6,548,RST,1,1528095730.7290199,176,8.964975,0.151618,0.150275,0.303237,0.001344,0.30189299999999997,4,2,428,120,0.557726,0.334636,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669271,0.5711649999999999,504,504,1,DDoS,TCP
1651418,1651418,1528095721.76405,e g,5,tcp,1,192.168.100.147,1276,192.168.100.3,80,6,548,RST,1,1528095730.72906,177,8.965013,0.151393,0.15057,0.302786,0.0008230000000000001,0.30196300000000004,4,2,428,120,0.557724,0.334634,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669268,0.5711649999999999,504,504,1,DDoS,TCP
1651419,1651419,1528095721.76405,e g,5,tcp,1,192.168.100.147,1277,192.168.100.3,80,6,548,RST,1,1528095730.72906,178,8.965012,0.15166500000000002,0.15029700000000001,0.30333000000000004,0.001368,0.301962,4,2,428,120,0.557724,0.334634,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669268,0.5711649999999999,504,504,1,DDoS,TCP
1651420,1651420,1528095721.76405,e g,5,tcp,1,192.168.100.147,1282,192.168.100.3,80,6,548,RST,1,1528095730.72906,179,8.965011,0.15166400000000002,0.15029700000000001,0.30332800000000004,0.001367,0.30196100000000003,4,2,428,120,0.557724,0.334634,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669269,0.5711649999999999,504,504,1,DDoS,TCP
1651421,1651421,1528095721.76405,e g,5,tcp,1,192.168.100.147,1283,192.168.100.3,80,6,548,RST,1,1528095730.72906,180,8.965010000000001,0.15166300000000002,0.15029700000000001,0.30332600000000004,0.001366,0.30196,4,2,428,120,0.557724,0.334634,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669269,0.5711649999999999,504,504,1,DDoS,TCP
1651422,1651422,1528095721.76406,e g,5,tcp,1,192.168.100.147,1286,192.168.100.3,80,6,548,RST,1,1528095730.72907,181,8.965009,0.15163,0.150263,0.303259,0.001367,0.301892,4,2,428,120,0.557724,0.334634,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669269,0.5711649999999999,504,504,1,DDoS,TCP
1651423,1651423,1528095721.76406,e g,5,tcp,1,192.168.100.147,1287,192.168.100.3,80,6,548,RST,1,1528095730.72907,182,8.965008000000001,0.15162899999999999,0.150264,0.303257,0.0013650000000000001,0.301892,4,2,428,120,0.557724,0.334634,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669269,0.5711649999999999,504,504,1,DDoS,TCP
1651424,1651424,1528095721.76406,e g,5,tcp,1,192.168.100.147,1288,192.168.100.3,80,6,548,RST,1,1528095730.72907,183,8.965005999999999,0.151627,0.150264,0.303255,0.001364,0.30189099999999996,4,2,428,120,0.557724,0.334634,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669269,0.5711649999999999,504,504,1,DDoS,TCP
1651425,1651425,1528095721.76406,e g,5,tcp,1,192.168.100.147,1289,192.168.100.3,80,6,548,RST,1,1528095730.72907,184,8.965005999999999,0.151627,0.150263,0.303254,0.001364,0.30189,4,2,428,120,0.557724,0.334634,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669269,0.5711649999999999,504,504,1,DDoS,TCP
1651426,1651426,1528095721.76406,e g,5,tcp,1,192.168.100.147,1292,192.168.100.3,80,6,548,RST,1,1528095730.72907,185,8.965005999999999,0.151626,0.150263,0.303253,0.001363,0.30189,4,2,428,120,0.557724,0.334634,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669269,0.5711649999999999,504,504,1,DDoS,TCP
1651427,1651427,1528095721.76406,e g,5,tcp,1,192.168.100.147,1293,192.168.100.3,80,6,548,RST,1,1528095730.72907,186,8.965005,0.151627,0.150263,0.303254,0.001364,0.30189,4,2,428,120,0.557724,0.334635,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669269,0.5711649999999999,504,504,1,DDoS,TCP
1651428,1651428,1528095721.76407,e g,5,tcp,1,192.168.100.147,1298,192.168.100.3,80,6,548,RST,1,1528095730.72907,187,8.965,0.151625,0.150265,0.303249,0.0013599999999999999,0.30188899999999996,4,2,428,120,0.557724,0.334635,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669269,0.5711649999999999,504,504,1,DDoS,TCP
1651429,1651429,1528095721.76407,e g,5,tcp,1,192.168.100.147,1299,192.168.100.3,80,6,548,RST,1,1528095730.72907,188,8.964998,0.151623,0.150265,0.303246,0.001358,0.301888,4,2,428,120,0.557725,0.334635,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.66927,0.5711649999999999,504,504,1,DDoS,TCP
1651430,1651430,1528095721.76407,e g,5,tcp,1,192.168.100.147,1302,192.168.100.3,80,6,548,RST,1,1528095730.72907,189,8.964998,0.151623,0.150265,0.303247,0.001359,0.301888,4,2,428,120,0.557725,0.334635,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.66927,0.5711649999999999,504,504,1,DDoS,TCP
1651431,1651431,1528095721.76408,e g,5,tcp,1,192.168.100.147,1303,192.168.100.3,80,6,548,RST,1,1528095730.72907,190,8.964997,0.151623,0.150265,0.303246,0.001358,0.301888,4,2,428,120,0.557725,0.334635,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.66927,0.5711649999999999,504,504,1,DDoS,TCP
1651432,1651432,1528095721.76408,e g,5,tcp,1,192.168.100.147,1304,192.168.100.3,80,6,548,RST,1,1528095730.72907,191,8.964995,0.151621,0.150265,0.303243,0.0013570000000000001,0.301886,4,2,428,120,0.557725,0.334635,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.66927,0.5711649999999999,504,504,1,DDoS,TCP
1651433,1651433,1528095721.76408,e g,5,tcp,1,192.168.100.147,1305,192.168.100.3,80,6,548,RST,1,1528095730.72907,192,8.964995,0.151621,0.150265,0.303242,0.001356,0.301886,4,2,428,120,0.557725,0.334635,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.66927,0.5711649999999999,504,504,1,DDoS,TCP
1651434,1651434,1528095721.76408,e g,5,tcp,1,192.168.100.147,1308,192.168.100.3,80,6,548,RST,1,1528095730.72907,193,8.964994,0.15162,0.150265,0.303241,0.001355,0.301886,4,2,428,120,0.557725,0.334635,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.66927,0.5711649999999999,504,504,1,DDoS,TCP
1651435,1651435,1528095721.76408,e g,5,tcp,1,192.168.100.147,1309,192.168.100.3,80,6,548,RST,1,1528095730.72907,194,8.964993,0.15162,0.150265,0.303239,0.001354,0.301885,4,2,428,120,0.557725,0.334635,0.111545,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.66927,0.5711649999999999,504,504,1,DDoS,TCP
1651436,1651436,1528095721.7645,e g,5,tcp,1,192.168.100.147,1313,192.168.100.3,80,6,548,RST,1,1528095730.7290199,195,8.964523,0.151397,0.15049500000000002,0.302793,0.000901,0.301892,4,2,428,120,0.557754,0.334652,0.111551,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669305,0.5711649999999999,504,504,1,DDoS,TCP
1651437,1651437,1528095721.76452,e g,5,tcp,1,192.168.100.147,1316,192.168.100.3,80,6,548,RST,1,1528095730.7290199,196,8.964507000000001,0.15138800000000002,0.150503,0.30277600000000005,0.0008849999999999999,0.30189099999999996,4,2,428,120,0.557755,0.33465300000000003,0.111551,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.6693060000000001,0.5711649999999999,504,504,1,DDoS,TCP
1651438,1651438,1528095721.76452,e g,5,tcp,1,192.168.100.147,1317,192.168.100.3,80,6,548,RST,1,1528095730.7290199,197,8.964507000000001,0.15138800000000002,0.150503,0.30277600000000005,0.0008849999999999999,0.30189099999999996,4,2,428,120,0.557755,0.33465300000000003,0.111551,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.6693060000000001,0.5711649999999999,504,504,1,DDoS,TCP
1651439,1651439,1528095721.76452,e g,5,tcp,1,192.168.100.147,1322,192.168.100.3,80,6,548,RST,1,1528095730.7290199,198,8.964506,0.151386,0.150503,0.302773,0.000884,0.30188899999999996,4,2,428,120,0.557755,0.33465300000000003,0.111551,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.6693060000000001,0.5711649999999999,504,504,1,DDoS,TCP
1651440,1651440,1528095721.76452,e g,5,tcp,1,192.168.100.147,1323,192.168.100.3,80,6,548,RST,1,1528095730.7290199,199,8.964506,0.151377,0.15049400000000002,0.302755,0.000884,0.301871,4,2,428,120,0.557755,0.33465300000000003,0.111551,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.6693060000000001,0.5711649999999999,504,504,1,DDoS,TCP
1651441,1651441,1528095721.76452,e g,5,tcp,1,192.168.100.147,1326,192.168.100.3,80,6,548,RST,1,1528095730.7290301,200,8.964505,0.151376,0.15049400000000002,0.302752,0.0008820000000000001,0.30186999999999997,4,2,428,120,0.557755,0.33465300000000003,0.111551,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.6693060000000001,0.5711649999999999,504,504,1,DDoS,TCP
1651442,1651442,1528095721.76452,e g,5,tcp,1,192.168.100.147,1327,192.168.100.3,80,6,548,RST,1,1528095730.7290301,201,8.964506,0.151377,0.15049300000000002,0.302753,0.000883,0.30186999999999997,4,2,428,120,0.557755,0.33465300000000003,0.111551,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.6693060000000001,0.5711649999999999,504,504,1,DDoS,TCP
1651443,1651443,1528095721.76452,e g,5,tcp,1,192.168.100.147,1328,192.168.100.3,80,6,548,RST,1,1528095730.7290301,202,8.964505,0.151376,0.15049400000000002,0.30275100000000005,0.0008820000000000001,0.301869,4,2,428,120,0.557755,0.33465300000000003,0.111551,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.6693060000000001,0.5711649999999999,504,504,1,DDoS,TCP
1651444,1651444,1528095721.76452,e g,5,tcp,1,192.168.100.147,1329,192.168.100.3,80,6,548,RST,1,1528095730.7290301,203,8.964505,0.151376,0.15049400000000002,0.30275100000000005,0.0008820000000000001,0.301869,4,2,428,120,0.557755,0.33465300000000003,0.111551,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.6693060000000001,0.5711649999999999,504,504,1,DDoS,TCP
1651445,1651445,1528095721.76452,e,1,tcp,1,192.168.100.147,1332,192.168.100.3,80,4,428,RST,1,1528095730.42716,204,8.662637,0.00044100000000000004,0.00044100000000000004,0.0008810000000000001,0.0,0.0008810000000000001,3,1,368,60,0.346315,0.230877,0.0,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.46175299999999997,0.5711649999999999,504,504,1,DDoS,TCP
1651446,1651446,1528095721.7645302,e,1,tcp,1,192.168.100.147,1333,192.168.100.3,80,4,428,RST,1,1528095730.42716,205,8.662636000000001,0.00044,0.00044,0.00088,0.0,0.00088,3,1,368,60,0.346315,0.230877,0.0,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.46175299999999997,0.5711649999999999,504,504,1,DDoS,TCP
1651447,1651447,1528095721.7645302,e,1,tcp,1,192.168.100.147,1338,192.168.100.3,80,4,428,RST,1,1528095730.42716,206,8.662633999999999,0.00043799999999999997,0.00043799999999999997,0.0008759999999999999,0.0,0.0008759999999999999,3,1,368,60,0.346315,0.230877,0.0,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.46175299999999997,0.5711649999999999,504,504,1,DDoS,TCP
1651448,1651448,1528095721.7645302,e,1,tcp,1,192.168.100.147,1339,192.168.100.3,80,4,428,RST,1,1528095730.42717,207,8.662633999999999,0.00043799999999999997,0.00043799999999999997,0.0008759999999999999,0.0,0.0008759999999999999,3,1,368,60,0.346315,0.230877,0.0,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.46175299999999997,0.5711649999999999,504,504,1,DDoS,TCP
1651449,1651449,1528095721.76454,e,1,tcp,1,192.168.100.147,1342,192.168.100.3,80,4,428,RST,1,1528095730.42717,208,8.662628999999999,0.00043499999999999995,0.00043499999999999995,0.0008699999999999999,0.0,0.0008699999999999999,3,1,368,60,0.346315,0.230877,0.0,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.461754,0.5711649999999999,504,504,1,DDoS,TCP
1651450,1651450,1528095721.76454,e,1,tcp,1,192.168.100.147,1343,192.168.100.3,80,4,428,RST,1,1528095730.42717,209,8.662628999999999,0.00043499999999999995,0.00043499999999999995,0.0008699999999999999,0.0,0.0008699999999999999,3,1,368,60,0.346315,0.230877,0.0,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.461754,0.5711649999999999,504,504,1,DDoS,TCP
1651451,1651451,1528095721.76454,e,1,tcp,1,192.168.100.147,1344,192.168.100.3,80,4,428,RST,1,1528095730.42717,210,8.662628999999999,0.000434,0.000434,0.000869,0.0,0.000869,3,1,368,60,0.346315,0.230877,0.0,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.461754,0.5711649999999999,504,504,1,DDoS,TCP
1651452,1651452,1528095721.76454,e,1,tcp,1,192.168.100.147,1345,192.168.100.3,80,4,428,RST,1,1528095730.42717,211,8.662628999999999,0.000434,0.000434,0.000869,0.0,0.000869,3,1,368,60,0.346315,0.230877,0.0,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.461754,0.5711649999999999,504,504,1,DDoS,TCP
1651453,1651453,1528095721.76454,e,1,tcp,1,192.168.100.147,1348,192.168.100.3,80,4,428,RST,1,1528095730.44075,212,8.676212,0.000434,0.000434,0.000869,0.0,0.000869,3,1,368,60,0.345773,0.230515,0.0,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.461031,0.5711649999999999,504,504,1,DDoS,TCP
1651454,1651454,1528095721.76454,e,1,tcp,1,192.168.100.147,1349,192.168.100.3,80,4,428,RST,1,1528095730.44076,213,8.676213,0.000434,0.000434,0.000868,0.0,0.000868,3,1,368,60,0.345773,0.230515,0.0,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.461031,0.5711649999999999,504,504,1,DDoS,TCP
1651455,1651455,1528095721.76455,e g,5,tcp,1,192.168.100.147,1314,192.168.100.3,80,6,548,RST,1,1528095730.72908,214,8.964523,0.15138900000000002,0.15049500000000002,0.30277800000000005,0.0008939999999999999,0.30188400000000004,4,2,428,120,0.557754,0.334652,0.111551,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669305,0.5711649999999999,504,504,1,DDoS,TCP
1651456,1651456,1528095721.76455,e g,5,tcp,1,192.168.100.147,1315,192.168.100.3,80,6,548,RST,1,1528095730.72908,215,8.964523,0.15138900000000002,0.15049500000000002,0.30277800000000005,0.0008939999999999999,0.30188400000000004,4,2,428,120,0.557754,0.334652,0.111551,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669305,0.5711649999999999,504,504,1,DDoS,TCP
1651457,1651457,1528095721.76455,e g,5,tcp,1,192.168.100.147,1318,192.168.100.3,80,6,548,RST,1,1528095730.72908,216,8.964523,0.15138800000000002,0.15049500000000002,0.302777,0.000893,0.30188400000000004,4,2,428,120,0.557754,0.334652,0.111551,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669305,0.5711649999999999,504,504,1,DDoS,TCP
1651458,1651458,1528095721.76456,e g,5,tcp,1,192.168.100.147,1319,192.168.100.3,80,6,548,RST,1,1528095730.72908,217,8.964522,0.15138800000000002,0.15049500000000002,0.30277600000000005,0.000893,0.301883,4,2,428,120,0.557754,0.33465300000000003,0.111551,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669305,0.5711649999999999,504,504,1,DDoS,TCP
1651459,1651459,1528095721.76456,e g,5,tcp,1,192.168.100.147,1320,192.168.100.3,80,6,548,RST,1,1528095730.72908,218,8.964522,0.151387,0.15049500000000002,0.302774,0.000892,0.30188200000000004,4,2,428,120,0.557754,0.33465300000000003,0.111551,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669305,0.5711649999999999,504,504,1,DDoS,TCP
1651460,1651460,1528095721.76456,e g,5,tcp,1,192.168.100.147,1321,192.168.100.3,80,6,548,RST,1,1528095730.72908,219,8.964522,0.151387,0.15049500000000002,0.302774,0.000892,0.30188200000000004,4,2,428,120,0.557754,0.33465300000000003,0.111551,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669305,0.5711649999999999,504,504,1,DDoS,TCP
1651461,1651461,1528095721.76456,e g,5,tcp,1,192.168.100.147,1324,192.168.100.3,80,6,548,RST,1,1528095730.72908,220,8.964521000000001,0.151386,0.15049500000000002,0.302772,0.000891,0.301881,4,2,428,120,0.557754,0.33465300000000003,0.111551,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669305,0.5711649999999999,504,504,1,DDoS,TCP
1651462,1651462,1528095721.76456,e g,5,tcp,1,192.168.100.147,1325,192.168.100.3,80,6,548,RST,1,1528095730.72908,221,8.964521000000001,0.151386,0.15049500000000002,0.302771,0.000891,0.30188000000000004,4,2,428,120,0.557754,0.33465300000000003,0.111551,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.669305,0.5711649999999999,504,504,1,DDoS,TCP
1651463,1651463,1528095721.76456,e,1,tcp,1,192.168.100.147,1330,192.168.100.3,80,4,428,RST,1,1528095730.4272,222,8.662641,0.00044500000000000003,0.00044500000000000003,0.0008900000000000001,0.0,0.0008900000000000001,3,1,368,60,0.346315,0.23087600000000003,0.0,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.46175299999999997,0.5711649999999999,504,504,1,DDoS,TCP
1651464,1651464,1528095721.76456,e,1,tcp,1,192.168.100.147,1331,192.168.100.3,80,4,428,RST,1,1528095730.4272,223,8.662641,0.00044500000000000003,0.00044500000000000003,0.0008900000000000001,0.0,0.0008900000000000001,3,1,368,60,0.346315,0.23087600000000003,0.0,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.46175299999999997,0.5711649999999999,504,504,1,DDoS,TCP
1651465,1651465,1528095721.76456,e,1,tcp,1,192.168.100.147,1334,192.168.100.3,80,4,428,RST,1,1528095730.4272,224,8.66264,0.00044400000000000006,0.00044400000000000006,0.0008880000000000001,0.0,0.0008880000000000001,3,1,368,60,0.346315,0.230877,0.0,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.46175299999999997,0.5711649999999999,504,504,1,DDoS,TCP
1651466,1651466,1528095721.76456,e,1,tcp,1,192.168.100.147,1335,192.168.100.3,80,4,428,RST,1,1528095730.4272099,225,8.662641,0.00044400000000000006,0.00044400000000000006,0.0008880000000000001,0.0,0.0008880000000000001,3,1,368,60,0.346315,0.23087600000000003,0.0,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.46175299999999997,0.5711649999999999,504,504,1,DDoS,TCP
1651467,1651467,1528095721.76457,e,1,tcp,1,192.168.100.147,1336,192.168.100.3,80,4,428,RST,1,1528095730.4272099,226,8.662641,0.00044400000000000006,0.00044400000000000006,0.0008880000000000001,0.0,0.0008880000000000001,3,1,368,60,0.346315,0.23087600000000003,0.0,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.46175299999999997,0.5711649999999999,504,504,1,DDoS,TCP
1651468,1651468,1528095721.76457,e,1,tcp,1,192.168.100.147,1337,192.168.100.3,80,4,428,RST,1,1528095730.4272099,227,8.662641,0.00044400000000000006,0.00044400000000000006,0.0008880000000000001,0.0,0.0008880000000000001,3,1,368,60,0.346315,0.23087600000000003,0.0,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.46175299999999997,0.5711649999999999,504,504,1,DDoS,TCP
1651469,1651469,1528095721.76457,e,1,tcp,1,192.168.100.147,1340,192.168.100.3,80,4,428,RST,1,1528095730.4272099,228,8.66264,0.000443,0.000443,0.000886,0.0,0.000886,3,1,368,60,0.346315,0.230877,0.0,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.46175299999999997,0.5711649999999999,504,504,1,DDoS,TCP
1651470,1651470,1528095721.76457,e,1,tcp,1,192.168.100.147,1341,192.168.100.3,80,4,428,RST,1,1528095730.4272099,229,8.662639,0.000442,0.000442,0.000884,0.0,0.000884,3,1,368,60,0.346315,0.230877,0.0,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.46175299999999997,0.5711649999999999,504,504,1,DDoS,TCP
1651471,1651471,1528095721.76458,e,1,tcp,1,192.168.100.147,1346,192.168.100.3,80,4,428,RST,1,1528095730.44085,230,8.67627,0.00044,0.00044,0.00088,0.0,0.00088,3,1,368,60,0.345771,0.230514,0.0,49040,49040,504,504,504,504,0.5711649999999999,0.5711649999999999,100,100,0.461028,0.5711649999999999,504,504,1,DDoS,TCP
